Nome Empresa;Ticker;SETOR_ATIV;DT_REFER;1;2;3;4;5;6;7;8;9;10;11;12;12 Cluster;34 Cluster;56 Cluster;78 Cluster;910 Cluster;1112 Cluster
BCO BTG PACTUAL S.A.;BPAC;Bancos;2022-09-30;42261953;342134,0;342134,0;19590061,0;42261953;368817598;42261953;-368817598;42261953;-326555645;42261953;339788148;2,0;2,0;1,0;1,0;0,0;0,0
ITAU UNIBANCO HOLDING S.A.;ITUB;Bancos;2022-09-30;158498000;8358000,0;8358000,0;71298000,0;158498000;217787000;158498000;-217787000;158498000;-18186000;158498000;29797000;1,0;1,0;0,0;0,0;2,0;2,0
BANCO BMG S/A;BMGB;Bancos;2022-09-30;3839062;0,0;0,0;426960,0;3839062;45790518;3839062;-45790518;3839062;-19863540;3839062;20528246;0,0;0,0;2,0;2,0;1,0;1,0
BCO ESTADO DE SERGIPE S.A. - BANESE;BGIP;Bancos;2022-09-30;582335;0,0;0,0;43871,0;582335;8055549;582335;-8055549;582335;-5117111;582335;4389913;0,0;0,0;2,0;2,0;1,0;1,0
BCO PAN S.A.;BPAN;Bancos;2022-09-30;7791628;0,0;0,0;1347622,0;7791628;55785140;7791628;-55785140;7791628;-28011789;7791628;31158542;0,0;0,0;2,0;2,0;1,0;1,0
BCO PINE S.A;PINE;Bancos;2022-09-30;857607;0,0;0,0;0,0;857607;15112910;857607;-15112910;857607;-6165074;857607;3516835;0,0;0,0;2,0;2,0;1,0;1,0
BCO SANTANDER (BRASIL) S.A.;SANB;Bancos;2022-09-30;82397289;0,0;0,0;29936263,0;82397289;1021825556;82397289;-1021825556;82397289;-627385020;82397289;576825931;0,0;0,0;1,0;1,0;0,0;0,0
DM FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;FNCN;Bancos;2022-09-30;13938;0,0;0,0;0,0;13938;15539;13938;-15539;13938;-1601;13938;7956;0,0;0,0;2,0;2,0;1,0;1,0
BANESTES S.A. - BCO EST ESPIRITO SANTO;BEES;Bancos;2022-09-30;2009403;82513,0;82513,0;350300,0;2009403;38869646;2009403;-38869646;2009403;0;2009403;0;0,0;0,0;2,0;2,0;0,0;0,0
BCO ABC BRASIL S.A.;ABCB;Bancos;2022-09-30;5070725;118020,0;118020,0;445763,0;5070725;52140478;5070725;-52140478;5070725;0;5070725;0;0,0;0,0;2,0;2,0;0,0;0,0
BCO ALFA DE INVESTIMENTO S.A.;BRIV;Bancos;2022-09-30;1676116;20247,0;20247,0;848205,0;1676116;26564786;1676116;-26564786;1676116;0;1676116;0;0,0;0,0;2,0;2,0;0,0;0,0
BCO AMAZONIA S.A.;BAZA;Bancos;2022-09-30;4881812;251455,0;251455,0;1314588,0;4881812;33975030;4881812;-33975030;4881812;0;4881812;0;0,0;0,0;2,0;2,0;0,0;0,0
BCO BRADESCO S.A.;BBDC;Bancos;2022-09-30;156884124;5379715,0;5379715,0;74888763,0;156884124;1571322962;156884124;-1571322962;156884124;0;156884124;0;1,0;1,0;1,0;1,0;0,0;0,0
BCO BRASIL S.A.;BBAS;Bancos;2022-09-30;147128770;5366354,0;5366354,0;56891824,0;147128770;2187760894;147128770;-2187760894;147128770;0;147128770;0;1,0;1,0;1,0;1,0;0,0;0,0
BCO ESTADO DO PARA S.A.;BPAR;Bancos;2022-09-30;1699347;48116,0;48116,0;149597,0;1699347;15280953;1699347;-15280953;1699347;0;1699347;0;0,0;0,0;2,0;2,0;0,0;0,0
BCO ESTADO DO RIO GRANDE DO SUL S.A.;BRSR;Bancos;2022-09-30;9004729;235576,0;235576,0;4064466,0;9004729;112857119;9004729;-112857119;9004729;0;9004729;0;0,0;0,0;2,0;2,0;0,0;0,0
BCO MERCANTIL DE INVESTIMENTOS S.A.;BMIN;Bancos;2022-09-30;134104;475,0;475,0;33168,0;134104;272689;134104;-272689;134104;0;134104;0;0,0;0,0;2,0;2,0;0,0;0,0
BCO MERCANTIL DO BRASIL S.A.;BMEB;Bancos;2022-09-30;1227452;76313,0;76313,0;478002,0;1227452;14400075;1227452;-14400075;1227452;0;1227452;0;0,0;0,0;2,0;2,0;0,0;0,0
BCO NORDESTE DO BRASIL S.A.;BNBR;Bancos;2022-09-30;8589190;775326,0;775326,0;1697008,0;8589190;63769068;8589190;-63769068;8589190;0;8589190;0;0,0;0,0;2,0;2,0;0,0;0,0
BRB BCO DE BRASILIA S.A.;BSLI;Bancos;2022-09-30;2131886;74593,0;74593,0;1056424,0;2131886;38922484;2131886;-38922484;2131886;0;2131886;0;0,0;0,0;2,0;2,0;0,0;0,0
FINANCEIRA ALFA S.A.- CRED FINANC E INVS;CRIV;Bancos;2022-09-30;1057518;17528,0;17528,0;534458,0;1057518;9529014;1057518;-9529014;1057518;0;1057518;0;0,0;0,0;2,0;2,0;0,0;0,0
CREDITAQUI FINANCEIRA S.A. - C.F.I.;MERC;Bancos;2022-09-30;251336;0,0;0,0;115804,0;251336;312367;251336;-312367;251336;0;251336;0;0,0;0,0;2,0;2,0;0,0;0,0
INVESTIMENTOS BEMGE S.A.;FIGE;Bancos;2022-09-30;148692;0,0;0,0;25366,0;148692;150530;148692;-150530;148692;0;148692;0;0,0;0,0;2,0;2,0;0,0;0,0
YDUQS PARTICIPACOES S.A.;YDUQ;Emp. Adm. Part. - Educação;2022-09-30;3024088;165402,0;165402,0;1225413,0;3024088;7211873;3024088;-7211873;3024088;-471681;3024088;213734;0,0;0,0;2,0;2,0;2,0;2,0
BAHEMA EDUCAÇÃO S.A.;BAHI;Emp. Adm. Part. - Educação;2022-09-30;106101;0,0;0,0;0,0;106101;165265;106101;-165265;106101;-9298;106101;6146;0,0;0,0;1,0;1,0;1,0;1,0
COGNA EDUCAÇÃO S.A.;COGN;Emp. Adm. Part. - Educação;2022-09-30;12389875;0,0;0,0;0,0;12389875;17045163;12389875;-17045163;12389875;-2043791;12389875;1923996;0,0;0,0;0,0;0,0;0,0;0,0
B3 S.A. - BRASIL, BOLSA, BALCÃO;B3SA;Bolsas de Valores/Mercadorias e Futuros;2022-09-30;20417543;2392032,0;2392032,0;1737922,0;20417543;49419685;20417543;-49419685;20417543;-12527899;20417543;16773535;0,0;0,0;0,0;0,0;0,0;0,0
CCR S.A.;CCRO;Emp. Adm. Part. - Serviços Transporte e Logística;2022-09-30;12334278;32417,0;32417,0;986166,0;12334278;21093687;12334278;-21093687;12334278;-1354152;12334278;3026252;0,0;2,0;1,0;1,0;1,0;1,0
SANTOS BRASIL PARTICIPACOES S.A.;STBP;Emp. Adm. Part. - Serviços Transporte e Logística;2022-09-30;2139972;346725,0;346725,0;68884,0;2139972;4527670;2139972;-4527670;2139972;-407254;2139972;708513;1,0;1,0;2,0;2,0;2,0;2,0
VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;VAMO;Emp. Adm. Part. - Serviços Transporte e Logística;2022-09-30;3655761;503375,0;503375,0;243155,0;3655761;14118283;3655761;-14118283;3655761;-2352598;3655761;3750238;1,0;0,0;0,0;0,0;0,0;0,0
RUMO S.A.;RAIL;Emp. Adm. Part. - Serviços Transporte e Logística;2022-09-30;15061025;326852,0;326852,0;0,0;15061025;23332539;15061025;-23332539;15061025;-931895;15061025;2301804;2,0;0,0;1,0;1,0;1,0;1,0
TPI - TRIUNFO PARTICIP. E INVEST. S.A.;TPIS;Emp. Adm. Part. - Serviços Transporte e Logística;2022-09-30;926523;0,0;0,0;32506,0;926523;997934;926523;-997934;926523;-23109;926523;63748;0,0;0,0;2,0;2,0;2,0;2,0
AZUL S.A.;AZUL;Emp. Adm. Part. - Serviços Transporte e Logística;2022-09-30;0;0,0;0,0;0,0;0;1083769;0;-1083769;0;-49167;0;321806;0,0;0,0;0,0;0,0;0,0;0,0
GOL LINHAS AEREAS INTELIGENTES S.A.;GOLL;Emp. Adm. Part. - Serviços Transporte e Logística;2022-09-30;0;0,0;0,0;0,0;0;7104938;0;-7104938;0;-485530;0;100333;0,0;0,0;0,0;0,0;0,0;0,0
INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;IVPR;Emp. Adm. Part. - Serviços Transporte e Logística;2022-09-30;0;131377,0;131377,0;0,0;0;1334395;0;-1334395;0;-281948;0;727637;0,0;0,0;0,0;0,0;0,0;0,0
CONSTRUTORA ADOLPHO LINDENBERG S.A.;CALI;Construção Civil, Mat. Constr. e Decoração;2022-09-30;19711;8211,0;8211,0;4823,0;19711;111723;19711;-111723;19711;-662;19711;1153;2,0;1,0;1,0;1,0;1,0;1,0
CURY CONSTRUTORA E INCORPORADORA S.A.;CURY;Construção Civil, Mat. Constr. e Decoração;2022-09-30;738300;6244,0;6244,0;441858,0;738300;1342487;738300;-1342487;738300;-66102;738300;197981;2,0;1,0;1,0;1,0;1,0;1,0
CYRELA BRAZIL REALTY S.A.EMPREEND E PART;CYRE;Construção Civil, Mat. Constr. e Decoração;2022-09-30;6732790;1957,0;1957,0;2812179,0;6732790;10271072;6732790;-10271072;6732790;-1405255;6732790;1508757;1,0;0,0;2,0;2,0;2,0;2,0
DEXCO S.A.;DXCO;Construção Civil, Mat. Constr. e Decoração;2022-09-30;5906806;1551414,0;1551414,0;2579908,0;5906806;12479962;5906806;-12479962;5906806;-2461858;5906806;3778897;0,0;2,0;2,0;2,0;2,0;2,0
DIRECIONAL ENGENHARIA S.A.;DIRR;Construção Civil, Mat. Constr. e Decoração;2022-09-30;1358123;2753,0;2753,0;404153,0;1358123;2970429;1358123;-2970429;1358123;-503864;1358123;1166066;2,0;1,0;1,0;1,0;1,0;2,0
ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;ETER;Construção Civil, Mat. Constr. e Decoração;2022-09-30;659782;186868,0;186868,0;76005,0;659782;1000140;659782;-1000140;659782;-172807;659782;376848;2,0;1,0;1,0;1,0;1,0;1,0
EUCATEX S.A. INDUSTRIA E COMERCIO;EUCA;Construção Civil, Mat. Constr. e Decoração;2022-09-30;2062362;89122,0;89122,0;930674,0;2062362;2612120;2062362;-2612120;2062362;-379965;2062362;305903;1,0;0,0;0,0;0,0;0,0;0,0
HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;HBRE;Construção Civil, Mat. Constr. e Decoração;2022-09-30;1885328;1032,0;1032,0;485380,0;1885328;2340593;1885328;-2340593;1885328;-114313;1885328;251245;1,0;1,0;0,0;0,0;0,0;0,0
HELBOR EMPREENDIMENTOS S.A.;HBOR;Construção Civil, Mat. Constr. e Decoração;2022-09-30;1361989;2554,0;2554,0;97209,0;1361989;3502909;1361989;-3502909;1361989;-1555223;1361989;113184;2,0;1,0;2,0;2,0;2,0;1,0
LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;LAVV;Construção Civil, Mat. Constr. e Decoração;2022-09-30;1143126;1767,0;1767,0;47754,0;1143126;1159873;1143126;-1159873;1143126;-8439;1143126;208616;2,0;1,0;1,0;1,0;1,0;1,0
LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;LOGG;Construção Civil, Mat. Constr. e Decoração;2022-09-30;3636247;18802,0;18802,0;550072,0;3636247;5664543;3636247;-5664543;3636247;-330319;3636247;461291;1,0;1,0;2,0;2,0;0,0;0,0
MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;MTRE;Construção Civil, Mat. Constr. e Decoração;2022-09-30;995189;5477,0;5477,0;18934,0;995189;1356164;995189;-1356164;995189;-70262;995189;218228;2,0;1,0;1,0;1,0;1,0;1,0
MRV ENGENHARIA E PARTICIPACOES S.A.;MRVE;Construção Civil, Mat. Constr. e Decoração;2022-09-30;6209617;749599,0;749599,0;1336607,0;6209617;15196329;6209617;-15196329;6209617;-2926414;6209617;5418266;0,0;2,0;2,0;2,0;2,0;2,0
PBG S/A;PTBL;Construção Civil, Mat. Constr. e Decoração;2022-09-30;456086;477806,0;477806,0;165366,0;456086;2007242;456086;-2007242;456086;-713136;456086;798989;0,0;2,0;1,0;1,0;1,0;1,0
PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;PLPL;Construção Civil, Mat. Constr. e Decoração;2022-09-30;383684;36536,0;36536,0;321756,0;383684;827644;383684;-827644;383684;-363700;383684;79470;2,0;1,0;1,0;1,0;1,0;1,0
PRINER SERVIÇOS INDUSTRIAIS S.A.;PRNR;Construção Civil, Mat. Constr. e Decoração;2022-09-30;257316;95766,0;95766,0;7452,0;257316;455674;257316;-455674;257316;-113178;257316;186132;2,0;1,0;1,0;1,0;1,0;1,0
RNI NEGÓCIOS IMOBILIÁRIOS S.A.;RDNI;Construção Civil, Mat. Constr. e Decoração;2022-09-30;638829;97,0;97,0;127146,0;638829;1394000;638829;-1394000;638829;-142827;638829;60809;2,0;1,0;1,0;1,0;1,0;1,0
SONDOTECNICA ENGENHARIA SOLOS S.A.;SOND;Construção Civil, Mat. Constr. e Decoração;2022-09-30;57907;37651,0;37651,0;8792,0;57907;90602;57907;-90602;57907;-23309;57907;44591;2,0;1,0;1,0;1,0;1,0;1,0
UNICASA INDÚSTRIA DE MÓVEIS S.A.;UCAS;Construção Civil, Mat. Constr. e Decoração;2022-09-30;196055;63276,0;63276,0;20449,0;196055;293762;196055;-293762;196055;-83801;196055;122523;2,0;1,0;1,0;1,0;1,0;1,0
AZEVEDO E TRAVASSOS S.A.;AZEV;Construção Civil, Mat. Constr. e Decoração;2022-09-30;124647;44,0;44,0;0,0;124647;318680;124647;-318680;124647;-49543;124647;1554;2,0;0,0;1,0;1,0;1,0;1,0
CONSTRUTORA TENDA S.A.;TEND;Construção Civil, Mat. Constr. e Decoração;2022-09-30;843680;50918,0;50918,0;0,0;843680;2570036;843680;-2570036;843680;-643770;843680;431163;2,0;0,0;1,0;1,0;1,0;1,0
EVEN CONSTRUTORA E INCORPORADORA S.A.;EVEN;Construção Civil, Mat. Constr. e Decoração;2022-09-30;1936161;7940,0;7940,0;0,0;1936161;2206150;1936161;-2206150;1936161;-155984;1936161;272737;1,0;0,0;0,0;0,0;0,0;0,0
INTER CONSTRUTORA E INCORPORADORA S.A.;INNT;Construção Civil, Mat. Constr. e Decoração;2022-09-30;127468;1398,0;1398,0;0,0;127468;567900;127468;-567900;127468;-78154;127468;59129;2,0;0,0;1,0;1,0;1,0;1,0
MOURA DUBEUX ENGENHARIA S/A;MDNE;Construção Civil, Mat. Constr. e Decoração;2022-09-30;1171406;8261,0;8261,0;0,0;1171406;1809171;1171406;-1809171;1171406;-163840;1171406;201651;2,0;0,0;1,0;1,0;1,0;1,0
TECNISA S.A.;TCSA;Construção Civil, Mat. Constr. e Decoração;2022-09-30;575508;7090,0;7090,0;0,0;575508;1421384;575508;-1421384;575508;-315207;575508;112308;2,0;0,0;1,0;1,0;1,0;1,0
CR2 EMPREENDIMENTOS IMOBILIARIOS S.A.;CRDE;Construção Civil, Mat. Constr. e Decoração;2022-09-30;94414;0,0;0,0;0,0;94414;104115;94414;-104115;94414;-5535;94414;11308;0,0;0,0;1,0;1,0;1,0;1,0
GAFISA S.A.;GFSA;Construção Civil, Mat. Constr. e Decoração;2022-09-30;1741484;0,0;0,0;0,0;1741484;3613578;1741484;-3613578;1741484;-1260545;1741484;976331;0,0;0,0;2,0;2,0;2,0;2,0
CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA;CORR;Construção Civil, Mat. Constr. e Decoração;2022-09-30;0;0,0;0,0;0,0;0;15710;0;-15710;0;-208;0;399;0,0;0,0;0,0;0,0;0,0;0,0
JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;JFEN;Construção Civil, Mat. Constr. e Decoração;2022-09-30;0;1290,0;1290,0;0,0;0;994534;0;-994534;0;-644127;0;74145;0,0;0,0;0,0;0,0;0,0;0,0
ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;RSID;Construção Civil, Mat. Constr. e Decoração;2022-09-30;0;4406,0;4406,0;0,0;0;3569682;0;-3569682;0;-2199893;0;128506;0,0;0,0;0,0;0,0;0,0;0,0
VIVER INCORPORADORA E CONSTRUTORA S.A.;VIVR;Construção Civil, Mat. Constr. e Decoração;2022-09-30;0;11181,0;11181,0;0,0;0;81516;0;-81516;0;-244119;0;9184;0,0;0,0;0,0;0,0;0,0;0,0
ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;ATOM;Emp. Adm. Part. - Sem Setor Principal;2022-09-30;26777;1150,0;1150,0;12863,0;26777;34989;26777;-34989;26777;-46;26777;53;0,0;1,0;2,0;2,0;2,0;2,0
BR PROPERTIES S.A.;BRPR;Emp. Adm. Part. - Sem Setor Principal;2022-09-30;4485840;80929,0;80929,0;676127,0;4485840;6514179;4485840;-6514179;4485840;-1737254;4485840;3804793;2,0;0,0;0,0;0,0;1,0;0,0
CIA PARTICIPACOES ALIANCA DA BAHIA;PEAB;Emp. Adm. Part. - Sem Setor Principal;2022-09-30;678038;871,0;871,0;230936,0;678038;783620;678038;-783620;678038;-10076;678038;185136;0,0;1,0;2,0;2,0;2,0;2,0
CSU DIGITAL S.A.;CARD;Emp. Adm. Part. - Sem Setor Principal;2022-09-30;362819;136339,0;136339,0;155438,0;362819;590084;362819;-590084;362819;-156725;362819;178285;1,0;2,0;2,0;2,0;2,0;2,0
EMBPAR PARTICIPAÇÕES S/A;EPAR;Emp. Adm. Part. - Sem Setor Principal;2022-09-30;93395;16104,0;16104,0;10594,0;93395;106825;93395;-106825;93395;-2644;93395;3729;0,0;1,0;2,0;2,0;2,0;2,0
MONTEIRO ARANHA S.A.;MOAR;Emp. Adm. Part. - Sem Setor Principal;2022-09-30;827321;94882,0;94882,0;182071,0;827321;2043179;827321;-2043179;827321;-287666;827321;843811;1,0;2,0;1,0;1,0;0,0;0,0
SAO CARLOS EMPREEND E PARTICIPACOES S.A.;SCAR;Emp. Adm. Part. - Sem Setor Principal;2022-09-30;1503847;18004,0;18004,0;460953,0;1503847;3169781;1503847;-3169781;1503847;-186705;1503847;324501;2,0;0,0;0,0;0,0;1,0;1,0
TREVISA INVESTIMENTOS S.A.;LUXM;Emp. Adm. Part. - Sem Setor Principal;2022-09-30;107812;411,0;411,0;45944,0;107812;122403;107812;-122403;107812;-1349;107812;1847;0,0;1,0;2,0;2,0;2,0;2,0
POLPAR S.A.;PPAR;Emp. Adm. Part. - Sem Setor Principal;2022-09-30;42782;0,0;0,0;1697,0;42782;58701;42782;-58701;42782;-38;42782;4190;0,0;0,0;2,0;2,0;2,0;2,0
CEMEPE INVESTIMENTOS S.A.;MAPT;Emp. Adm. Part. - Sem Setor Principal;2022-09-30;0;0,0;0,0;0,0;0;773;0;-773;0;-2;0;0;0,0;0,0;0,0;0,0;0,0;0,0
OSX BRASIL S.A.;OSXB;Emp. Adm. Part. - Sem Setor Principal;2022-09-30;0;0,0;0,0;0,0;0;134293;0;-134293;0;-364275;0;11625;0,0;0,0;0,0;0,0;0,0;0,0
QUALITY SOFTWARE S.A.;QUSW;Emp. Adm. Part. - Comunicação e Informática;2022-09-30;63788283;13266843,0;13266843,0;20792458,0;63788283;195872486;63788283;-195872486;63788283;-36452789;63788283;25014560;0,0;0,0;0,0;0,0;0,0;0,0
ELETROMIDIA S.A.;ELMD;Emp. Adm. Part. - Comunicação e Informática;2022-09-30;739445;88864,0;88864,0;0,0;739445;1511978;739445;-1511978;739445;-391411;739445;191382;0,0;0,0;0,0;0,0;0,0;0,0
ATMA PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;ATMP;Emp. Adm. Part. - Comunicação e Informática;2022-09-30;0;0,0;0,0;0,0;0;499269;0;-499269;0;-119098;0;1209;0,0;0,0;0,0;0,0;0,0;0,0
ANIMA HOLDING S.A.;ANIM;Educação;2022-09-30;2638055;29661,0;29661,0;36742,0;2638055;4360072;2638055;-4360072;2638055;-897313;2638055;311394;2,0;2,0;2,0;2,0;2,0;2,0
CRUZEIRO DO SUL EDUCACIONAL S.A.;CSED;Educação;2022-09-30;1439340;118105,0;118105,0;51677,0;1439340;1967748;1439340;-1967748;1439340;-133275;1439340;641318;1,0;1,0;1,0;1,0;1,0;1,0
SER EDUCACIONAL S.A.;SEER;Educação;2022-09-30;1363922;153095,0;153095,0;473130,0;1363922;2500867;1363922;-2500867;1363922;-231211;1363922;325861;0,0;0,0;0,0;0,0;0,0;0,0
AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;AMER;Comércio (Atacado e Varejo);2022-09-30;14705555;4730024,0;4730024,0;625070,0;14705555;44959154;14705555;-44959154;14705555;-10687814;14705555;20109144;2,0;0,0;1,0;1,0;1,0;1,0
CIA BRASILEIRA DE DISTRIBUICAO;PCAR;Comércio (Atacado e Varejo);2022-09-30;13539000;4272000,0;4272000,0;7724000,0;13539000;29850000;13539000;-29850000;13539000;-5208000;13539000;7371000;2,0;0,0;1,0;1,0;1,0;1,0
DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;PNVL;Comércio (Atacado e Varejo);2022-09-30;1090998;1015535,0;1015535,0;137662,0;1090998;2564323;1090998;-2564323;1090998;-805964;1090998;1366575;2,0;0,0;0,0;0,0;0,0;0,0
GRAZZIOTIN S.A.;CGRA;Comércio (Atacado e Varejo);2022-09-30;809426;133025,0;133025,0;281581,0;809426;1120446;809426;-1120446;809426;-196110;809426;464065;2,0;0,0;0,0;0,0;0,0;0,0
GRUPO SBF S.A.;SBFG;Comércio (Atacado e Varejo);2022-09-30;2317739;14681,0;14681,0;159770,0;2317739;2518645;2317739;-2518645;2317739;-44452;2317739;68612;2,0;0,0;0,0;0,0;0,0;0,0
INTELBRAS S.A.;INTB;Comércio (Atacado e Varejo);2022-09-30;2134790;984767,0;984767,0;829455,0;2134790;3930498;2134790;-3930498;2134790;-1140840;2134790;2745988;2,0;0,0;0,0;0,0;0,0;0,0
LOJAS QUERO QUERO S.A.;LJQQ;Comércio (Atacado e Varejo);2022-09-30;520369;454576,0;454576,0;100366,0;520369;1938115;520369;-1938115;520369;-637103;520369;767779;2,0;0,0;0,0;0,0;0,0;0,0
LOJAS RENNER S.A.;LREN;Comércio (Atacado e Varejo);2022-09-30;9790803;2337042,0;2337042,0;739560,0;9790803;16674905;9790803;-16674905;9790803;-3927835;9790803;8427009;2,0;0,0;0,0;0,0;1,0;1,0
MAGAZINE LUIZA S.A.;MGLU;Comércio (Atacado e Varejo);2022-09-30;10805289;6967633,0;6967633,0;1935358,0;10805289;32064163;10805289;-32064163;10805289;-10181479;10805289;16699839;1,0;0,0;1,0;1,0;1,0;1,0
MARISA LOJAS S.A.;AMAR;Comércio (Atacado e Varejo);2022-09-30;973981;511999,0;511999,0;18710,0;973981;2964036;973981;-2964036;973981;-1074813;973981;887952;2,0;0,0;0,0;0,0;0,0;0,0
PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;PETZ;Comércio (Atacado e Varejo);2022-09-30;1831135;683071,0;683071,0;102005,0;1831135;3498472;1831135;-3498472;1831135;-625362;1831135;1030930;2,0;0,0;0,0;0,0;0,0;0,0
PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;PFRM;Comércio (Atacado e Varejo);2022-09-30;1205210;1944541,0;1944541,0;97350,0;1205210;3444283;1205210;-3444283;1205210;-1796783;1205210;2600242;2,0;0,0;0,0;0,0;0,0;0,0
RAIA DROGASIL S.A.;RADL;Comércio (Atacado e Varejo);2022-09-30;5052794;7035404,0;7035404,0;2050853,0;5052794;16078600;5052794;-16078600;5052794;-5702022;5052794;8670447;1,0;0,0;0,0;0,0;1,0;1,0
SENDAS DISTRIBUIDORA S.A.;ASAI;Comércio (Atacado e Varejo);2022-09-30;3595000;13832000,0;13832000,0;2311000,0;3595000;36422000;3595000;-36422000;3595000;-13493000;3595000;12264000;0,0;2,0;1,0;1,0;1,0;1,0
TECHNOS S.A.;TECN;Comércio (Atacado e Varejo);2022-09-30;342793;8545,0;8545,0;33107,0;342793;350622;342793;-350622;342793;-7829;342793;49;2,0;0,0;0,0;0,0;0,0;0,0
VIBRA ENERGIA S/A;VBBR;Comércio (Atacado e Varejo);2022-09-30;12636000;50498000,0;50498000,0;6936000,0;12636000;38557000;12636000;-38557000;12636000;-8701000;12636000;19820000;0,0;2,0;1,0;1,0;1,0;1,0
VIVARA PARTICIPAÇÕES S.A.;VIVA;Comércio (Atacado e Varejo);2022-09-30;1584369659;68044722,0;68044722,0;325223849,0;1584369659;1585992306;1584369659;-1585992306;1584369659;-1622647;1584369659;2945771;0,0;1,0;2,0;2,0;2,0;2,0
D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;DMVF;Comércio (Atacado e Varejo);2022-09-30;846554;3037,0;3037,0;0,0;846554;847551;846554;-847551;846554;-997;846554;16907;2,0;0,0;0,0;0,0;0,0;0,0
ENJOEI S.A.;ENJU;Comércio (Atacado e Varejo);2022-09-30;383688;36687,0;36687,0;0,0;383688;436437;383688;-436437;383688;-45709;383688;367676;2,0;0,0;0,0;0,0;0,0;0,0
VIA S.A.;VIIA;Comércio (Atacado e Varejo);2022-09-30;5505000;6984000,0;6984000,0;0,0;5505000;33783000;5505000;-33783000;5505000;-18674000;5505000;14973000;1,0;0,0;1,0;1,0;1,0;1,0
WESTWING COMÉRCIO VAREJISTA S.A.;WEST;Comércio (Atacado e Varejo);2022-09-30;351390;61718,0;61718,0;0,0;351390;425416;351390;-425416;351390;-40822;351390;276525;2,0;0,0;0,0;0,0;0,0;0,0
MOBLY S.A.;MBLY;Comércio (Atacado e Varejo);2022-09-30;570425;0,0;0,0;0,0;570425;583955;570425;-583955;570425;-3265;570425;60225;0,0;0,0;0,0;0,0;0,0;0,0
GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;GSHP;Comércio (Atacado e Varejo);2022-09-30;0;0,0;0,0;0,0;0;25035;0;-25035;0;-41159;0;3971;0,0;0,0;0,0;0,0;0,0;0,0
SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;SLED;Comércio (Atacado e Varejo);2022-09-30;0;83489,0;83489,0;0,0;0;73896;0;-73896;0;-25263;0;1461;0,0;0,0;0,0;0,0;0,0;0,0
AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;AMBP;Saneamento, Serv. Água e Gás;2022-09-30;1033459;82468,0;82468,0;267781,0;1033459;3351377;1033459;-3351377;1033459;-92871;1033459;219749;2,0;0,0;1,0;1,0;2,0;2,0
