Nome Empresa;Ticker;SETOR_ATIV;DT_REFER;1;2;3;4;5;6;7;8;9;10;11;12;12 Cluster;34 Cluster;56 Cluster;78 Cluster;910 Cluster;1112 Cluster
CIA CATARINENSE DE AGUAS E SANEAM.-CASAN;CASN;Saneamento, Serv. Água e Gás;2022-09-30;1847577;370745,0;370745,0;441152,0;1847577;4233374;1847577;-4233374;1847577;-625479;1847577;519100;2,0;0,0;1,0;1,0;2,0;2,0
CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG;CEGR;Saneamento, Serv. Água e Gás;2022-09-30;1315724;1684040,0;1684040,0;438213,0;1315724;4111487;1315724;-4111487;1315724;-1173796;1315724;1218935;0,0;0,0;1,0;1,0;0,0;2,0
CIA SANEAMENTO BASICO EST SAO PAULO;SBSP;Saneamento, Serv. Água e Gás;2022-09-30;27355286;5987739,0;5987739,0;9829855,0;27355286;55994109;27355286;-55994109;27355286;-4836659;27355286;7138423;1,0;1,0;2,0;2,0;1,0;1,0
CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;CSMG;Saneamento, Serv. Água e Gás;2022-09-30;7191002;1602113,0;1602113,0;3404279,0;7191002;12454700;7191002;-12454700;7191002;-1849344;7191002;1811463;1,0;2,0;0,0;0,0;1,0;0,0
CIA SANEAMENTO DO PARANA - SANEPAR;SAPR;Saneamento, Serv. Água e Gás;2022-09-30;8408834;1432464,0;1432464,0;3633064,0;8408834;16167348;8408834;-16167348;8408834;-1514504;8408834;2416476;1,0;2,0;2,0;2,0;1,0;1,0
IGUA SANEAMENTO S.A.;IGSN;Saneamento, Serv. Água e Gás;2022-09-30;3262074;815,0;815,0;0,0;3262074;4792054;3262074;-4792054;3262074;-86640;3262074;647779;2,0;0,0;1,0;1,0;2,0;2,0
ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;ORVR;Saneamento, Serv. Água e Gás;2022-09-30;412995;5996,0;5996,0;0,0;412995;1241611;412995;-1241611;412995;-9591;412995;4105;2,0;0,0;1,0;1,0;2,0;2,0
AMBEV S.A.;ABEV;Bebidas e Fumo;2022-09-30;90178032;9734297,0;9734297,0;31191640,0;90178032;134894333;90178032;-134894333;90178032;-22378920;90178032;17868169;0,0;0,0;0,0;0,0;0,0;0,0
ALUPAR INVESTIMENTO S/A;ALUP;Emp. Adm. Part. - Energia Elétrica;2022-09-30;7188602;18411,0;18411,0;3482342,0;7188602;8003884;7188602;-8003884;7188602;-160616;7188602;1079687;1,0;1,0;0,0;0,0;0,0;0,0
CENTRAIS ELET BRAS S.A. - ELETROBRAS;ELET;Emp. Adm. Part. - Energia Elétrica;2022-09-30;111495023;37793,0;37793,0;30890165,0;111495023;166380211;111495023;-166380211;111495023;-12385639;111495023;22145571;2,0;2,0;2,0;2,0;2,0;1,0
CPFL ENERGIA S.A.;CPFE;Emp. Adm. Part. - Energia Elétrica;2022-09-30;15423709;15,0;15,0;5528374,0;15423709;17351681;15423709;-17351681;15423709;-1917525;15423709;824869;1,0;1,0;1,0;1,0;1,0;0,0
ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;LIPR;Emp. Adm. Part. - Energia Elétrica;2022-09-30;215087;3447,0;3447,0;61721,0;215087;254717;215087;-254717;215087;-28673;215087;63959;1,0;1,0;0,0;0,0;0,0;0,0
ENERGISA S.A.;ENGI;Emp. Adm. Part. - Energia Elétrica;2022-09-30;11665088;79968,0;79968,0;4206572,0;11665088;18823943;11665088;-18823943;11665088;-1220116;11665088;2268706;1,0;1,0;0,0;0,0;0,0;0,0
TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;TAEE;Emp. Adm. Part. - Energia Elétrica;2022-09-30;6950930;365889,0;365889,0;2368240,0;6950930;15736339;6950930;-15736339;6950930;-848079;6950930;2708794;0,0;0,0;0,0;0,0;0,0;0,0
CIA CELG DE PARTICIPACOES - CELGPAR;GPAR;Emp. Adm. Part. - Energia Elétrica;2022-09-30;1169913;0,0;0,0;52111,0;1169913;1284121;1169913;-1284121;1169913;-89613;1169913;783163;0,0;0,0;0,0;0,0;0,0;0,0
CIMS S.A.;CMSA;Emp. Adm. Part. - Energia Elétrica;2022-09-30;33818;0,0;0,0;0,0;33818;34306;33818;-34306;33818;-488;33818;28972;0,0;0,0;0,0;0,0;0,0;0,0
LIGHT S.A.;LIGT;Emp. Adm. Part. - Energia Elétrica;2022-09-30;8557005;0,0;0,0;3134858,0;8557005;8663049;8557005;-8663049;8557005;-99817;8557005;821631;0,0;0,0;0,0;0,0;0,0;0,0
NEOENERGIA S.A.;NEOE;Emp. Adm. Part. - Energia Elétrica;2022-09-30;26705000;0,0;0,0;12647000,0;26705000;32042000;26705000;-32042000;26705000;-1846000;26705000;2853000;0,0;0,0;2,0;2,0;2,0;2,0
ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;APER;Emp. Adm. Part. - Seguradoras e Corretoras;2022-09-30;468023;54043,0;54043,0;4599,0;468023;739237;468023;-739237;468023;-110667;468023;179109;0,0;0,0;1,0;1,0;1,0;1,0
BB SEGURIDADE PARTICIPAÇÕES S.A.;BBSE;Emp. Adm. Part. - Seguradoras e Corretoras;2022-09-30;9460891;0,0;0,0;1171227,0;9460891;9471723;9460891;-9471723;9460891;-10804;9460891;86209;0,0;0,0;0,0;0,0;0,0;0,0
ALPARGATAS S.A.;ALPA;Têxtil e Vestuário;2022-09-30;5860168;933695,0;933695,0;1826926,0;5860168;7683075;5860168;-7683075;5860168;-1554461;5860168;2726220;1,0;1,0;2,0;2,0;1,0;1,0
AREZZO INDÚSTRIA E COMÉRCIO S.A.;ARZZ;Têxtil e Vestuário;2022-09-30;2614130;891010,0;891010,0;541478,0;2614130;3851411;2614130;-3851411;2614130;-978216;2614130;1557533;1,0;1,0;1,0;1,0;1,0;1,0
CAMBUCI S.A.;CAMB;Têxtil e Vestuário;2022-09-30;158791;122674,0;122674,0;60335,0;158791;400071;158791;-400071;158791;-110778;158791;151282;1,0;1,0;1,0;1,0;1,0;1,0
CIA TECIDOS SANTANENSE;CTSA;Têxtil e Vestuário;2022-09-30;279573;111537,0;111537,0;94968,0;279573;621095;279573;-621095;279573;-227274;279573;190719;1,0;1,0;1,0;1,0;1,0;1,0
DOHLER S.A.;DOHL;Têxtil e Vestuário;2022-09-30;708641;176697,0;176697,0;389582,0;708641;967314;708641;-967314;708641;-101713;708641;516962;1,0;1,0;1,0;1,0;1,0;1,0
GRENDENE S.A.;GRND;Têxtil e Vestuário;2022-09-30;4269370;693325,0;693325,0;3017673,0;4269370;4663131;4269370;-4663131;4269370;-376815;4269370;2872978;1,0;2,0;2,0;2,0;2,0;1,0
GRUPO DE MODA SOMA S.A.;SOMA;Têxtil e Vestuário;2022-09-30;7413643;408222,0;408222,0;228590,0;7413643;8257900;7413643;-8257900;7413643;-250933;7413643;813227;0,0;1,0;2,0;2,0;2,0;2,0
GUARARAPES CONFECCOES S.A.;GUAR;Têxtil e Vestuário;2022-09-30;5158500;400065,0;400065,0;1919284,0;5158500;7376311;5158500;-7376311;5158500;-863471;5158500;1395194;0,0;2,0;1,0;1,0;2,0;2,0
PETTENATI S.A. INDUSTRIA TEXTIL;PTNT;Têxtil e Vestuário;2022-09-30;353213292;81069054,0;81069054,0;177255379,0;353213292;516692710;353213292;-516692710;353213292;-125306894;353213292;222664337;2,0;0,0;0,0;0,0;0,0;0,0
TRACK & FIELD CO S.A.;TFCO;Têxtil e Vestuário;2022-09-30;317938;105279,0;105279,0;83664,0;317938;496413;317938;-496413;317938;-92606;317938;319079;1,0;1,0;1,0;1,0;1,0;1,0
VULCABRAS S.A.;VULC;Têxtil e Vestuário;2022-09-30;1610776;101099,0;101099,0;217619,0;1610776;1837221;1610776;-1837221;1610776;-1382;1610776;104872;1,0;1,0;1,0;1,0;1,0;1,0
CIA FIACAO TECIDOS CEDRO CACHOEIRA;CEDO;Têxtil e Vestuário;2022-09-30;117761;250370,0;250370,0;0,0;117761;686099;117761;-686099;117761;-425720;117761;344593;1,0;0,0;1,0;1,0;1,0;1,0
CIA TECIDOS NORTE DE MINAS COTEMINAS;CTNM;Têxtil e Vestuário;2022-09-30;504079;0,0;0,0;0,0;504079;1200352;504079;-1200352;504079;-130895;504079;56216;0,0;0,0;1,0;1,0;1,0;1,0
TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL;TEKA;Têxtil e Vestuário;2022-09-30;0;66510,0;66510,0;4389,0;0;1087071;0;-1087071;0;-2554075;0;98722;0,0;1,0;0,0;0,0;0,0;0,0
TEXTIL RENAUXVIEW S.A.;TXRX;Têxtil e Vestuário;2022-09-30;0;60135,0;60135,0;571,0;0;254133;0;-254133;0;-324463;0;136840;0,0;1,0;0,0;0,0;0,0;0,0
KARSTEN S.A.;CTKA;Têxtil e Vestuário;2022-09-30;0;155456,0;155456,0;0,0;0;642350;0;-642350;0;-272453;0;440808;0,0;0,0;0,0;0,0;0,0;0,0
MUNDIAL S.A. - PRODUTOS DE CONSUMO;MNDL;Têxtil e Vestuário;2022-09-30;0;91441,0;91441,0;0,0;0;1191590;0;-1191590;0;-1289369;0;171753;0,0;0,0;0,0;0,0;0,0;0,0
BBM LOGÍSTICA S.A.;BBML;Serviços Transporte e Logística;2022-09-30;90226;206018,0;206018,0;43211,0;90226;938239;90226;-938239;90226;-372280;90226;244407;0,0;2,0;1,0;1,0;0,0;1,0
ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;ECOR;Serviços Transporte e Logística;2022-09-30;2253486;165127,0;165127,0;278,0;2253486;3287059;2253486;-3287059;2253486;-36200;2253486;204966;2,0;2,0;1,0;1,0;1,0;1,0
JSL S.A.;JSLG;Serviços Transporte e Logística;2022-09-30;1388338;996680,0;996680,0;526874,0;1388338;5977532;1388338;-5977532;1388338;-798174;1388338;1771460;1,0;1,0;1,0;1,0;0,0;0,0
LOCALIZA RENT A CAR S.A.;RENT;Serviços Transporte e Logística;2022-09-30;20329711;3080037,0;3080037,0;3618430,0;20329711;40665408;20329711;-40665408;20329711;-7037760;20329711;4951300;1,0;1,0;2,0;2,0;2,0;0,0
MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;MILS;Serviços Transporte e Logística;2022-09-30;1203750;265380,0;265380,0;44421,0;1203750;1886744;1203750;-1886744;1203750;-234296;1203750;727590;0,0;2,0;1,0;1,0;0,0;1,0
MOVIDA PARTICIPACOES SA;MOVI;Serviços Transporte e Logística;2022-09-30;2777078;233238,0;233238,0;1072979,0;2777078;10067974;2777078;-10067974;2777078;-1011202;2777078;2116696;2,0;0,0;0,0;0,0;2,0;0,0
SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;SEQL;Serviços Transporte e Logística;2022-09-30;537366;321152,0;321152,0;9969,0;537366;1557147;537366;-1557147;537366;-458851;537366;440783;0,0;2,0;1,0;1,0;0,0;1,0
SIMPAR S.A.;SIMH;Serviços Transporte e Logística;2022-09-30;2770202;178324,0;178324,0;720082,0;2770202;10163970;2770202;-10163970;2770202;-472734;2770202;2663739;2,0;0,0;0,0;0,0;1,0;0,0
TEGMA GESTAO LOGISTICA S.A.;TGMA;Serviços Transporte e Logística;2022-09-30;736379;350370,0;350370,0;357326,0;736379;1004129;736379;-1004129;736379;-191284;736379;369383;0,0;2,0;1,0;1,0;0,0;1,0
ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;ALPK;Serviços Transporte e Logística;2022-09-30;459504;192556,0;192556,0;0,0;459504;1343132;459504;-1343132;459504;-319532;459504;194808;0,0;0,0;1,0;1,0;0,0;1,0
FERROVIA CENTRO-ATLANTICA S.A.;VSPT;Serviços Transporte e Logística;2022-09-30;4154751;945041,0;945041,0;0,0;4154751;8422794;4154751;-8422794;4154751;-1100416;4154751;763250;1,0;0,0;2,0;2,0;2,0;2,0
HIDROVIAS DO BRASIL S.A.;HBSA;Serviços Transporte e Logística;2022-09-30;1461770;99259,0;99259,0;0,0;1461770;2480595;1461770;-2480595;1461770;-91815;1461770;191708;2,0;0,0;1,0;1,0;1,0;1,0
LOG-IN LOGISTICA INTERMODAL S.A.;LOGN;Serviços Transporte e Logística;2022-09-30;583882;251070,0;251070,0;0,0;583882;2150076;583882;-2150076;583882;-420193;583882;720565;0,0;0,0;1,0;1,0;0,0;1,0
MAESTRO LOCADORA DE VEICULOS S.A.;MSRO;Serviços Transporte e Logística;2022-09-30;65844;29220,0;29220,0;0,0;65844;260996;65844;-260996;65844;-84368;65844;48066;0,0;0,0;1,0;1,0;0,0;1,0
ALIANSCE SONAE SHOPPING CENTERS S.A.;ALSO;Emp. Adm. Part. - Comércio (Atacado e Varejo);2022-09-30;6924053;48723,0;48723,0;278761,0;6924053;9849621;6924053;-9849621;6924053;-580565;6924053;2388977;1,0;1,0;1,0;1,0;1,0;1,0
ATACADÃO S.A.;CRFB;Emp. Adm. Part. - Comércio (Atacado e Varejo);2022-09-30;19994000;16210000,0;16210000,0;6917000,0;19994000;45266000;19994000;-45266000;19994000;-19739000;19994000;12534000;2,0;2,0;2,0;2,0;2,0;2,0
BR MALLS PARTICIPACOES S.A.;BRML;Emp. Adm. Part. - Comércio (Atacado e Varejo);2022-09-30;11071947;103704,0;103704,0;566294,0;11071947;14856303;11071947;-14856303;11071947;-484698;11071947;1114895;0,0;1,0;0,0;0,0;0,0;0,0
GRUPO MATEUS S.A.;GMAT;Emp. Adm. Part. - Comércio (Atacado e Varejo);2022-09-30;7148327;281806,0;281806,0;2323181,0;7148327;7154111;7148327;-7154111;7148327;-5434;7148327;178062;1,0;0,0;1,0;1,0;1,0;1,0
OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.;OFSA;Emp. Adm. Part. - Comércio (Atacado e Varejo);2022-09-30;726058;44398,0;44398,0;164912,0;726058;727480;726058;-727480;726058;-1287;726058;25714;1,0;1,0;1,0;1,0;1,0;1,0
VESTE S.A. ESTILO;LLIS;Emp. Adm. Part. - Comércio (Atacado e Varejo);2022-09-30;0;287279,0;287279,0;0,0;0;1544094;0;-1544094;0;-724519;0;504159;0,0;0,0;0,0;0,0;0,0;0,0
ALFA HOLDINGS S.A.;RPAD;Emp. Adm. Part. - Intermediação Financeira;2022-09-30;1072035;39551,0;39551,0;562664,0;1072035;1076697;1072035;-1076697;1072035;-4546;1072035;66933;2,0;2,0;2,0;2,0;2,0;2,0
CONSORCIO ALFA DE ADMINISTRACAO S.A.;BRGE;Emp. Adm. Part. - Intermediação Financeira;2022-09-30;1290420;48684,0;48684,0;704867,0;1290420;1296787;1290420;-1296787;1290420;-6294;1290420;130600;1,0;1,0;1,0;1,0;1,0;1,0
ITAÚSA S.A.;ITSA;Emp. Adm. Part. - Intermediação Financeira;2022-09-30;70827000;3663000,0;3663000,0;23235000,0;70827000;82627000;70827000;-82627000;70827000;-4042000;70827000;5531000;0,0;0,0;0,0;0,0;0,0;0,0
AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A;AFLT;Energia Elétrica;2022-09-30;271493;18466,0;18466,0;199530,0;271493;314644;271493;-314644;271493;-23357;271493;79408;2,0;2,0;0,0;0,0;0,0;0,0
AMPLA ENERGIA E SERVICOS S.A.;CBEE;Energia Elétrica;2022-09-30;4749900;1795737,0;1795737,0;1218709,0;4749900;16736800;4749900;-16736800;4749900;-5719804;4749900;3324407;1,0;1,0;2,0;2,0;2,0;2,0
CENTRAIS ELET DE SANTA CATARINA S.A.;CLSC;Energia Elétrica;2022-09-30;2933341;79189,0;79189,0;1191329,0;2933341;3146392;2933341;-3146392;2933341;-189774;2933341;279108;2,0;2,0;0,0;0,0;0,0;0,0
CESP - CIA ENERGETICA DE SAO PAULO;CESP;Energia Elétrica;2022-09-30;7633164;424630,0;424630,0;1953332,0;7633164;13570304;7633164;-13570304;7633164;-721371;7633164;865896;0,0;2,0;1,0;1,0;1,0;0,0
CIA ELETRICIDADE EST. DA BAHIA - COELBA;CEEB;Energia Elétrica;2022-09-30;5601000;3324000,0;3324000,0;2427000,0;5601000;26015000;5601000;-26015000;5601000;-5173000;5601000;6040000;1,0;1,0;1,0;1,0;2,0;2,0
COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;CEBR;Energia Elétrica;2022-09-30;962556;15267,0;15267,0;235449,0;962556;1001220;962556;-1001220;962556;-26573;962556;328789;2,0;2,0;0,0;0,0;0,0;0,0
CIA ENERGETICA DE MINAS GERAIS - CEMIG;CMIG;Energia Elétrica;2022-09-30;21073852;682060,0;682060,0;8408051,0;21073852;24476557;21073852;-24476557;21073852;-2389694;21073852;2896105;0,0;0,0;1,0;1,0;1,0;1,0
CIA ENERGETICA DE PERNAMBUCO - CELPE;CEPE;Energia Elétrica;2022-09-30;1420000;1873000,0;1873000,0;421000,0;1420000;13434000;1420000;-13434000;1420000;-2388000;1420000;4005000;1,0;1,0;2,0;2,0;2,0;2,0
CIA ENERGETICA DO CEARA - COELCE;COCE;Energia Elétrica;2022-09-30;3710517;2202772,0;2202772,0;1912036,0;3710517;12456935;3710517;-12456935;3710517;-4065042;3710517;3283555;1,0;1,0;2,0;2,0;2,0;2,0
CIA ENERGETICA DO RIO GDE NORTE - COSERN;CSRN;Energia Elétrica;2022-09-30;1274000;825000,0;825000,0;443000,0;1274000;5648000;1274000;-5648000;1274000;-1478000;1274000;1657000;2,0;2,0;0,0;0,0;0,0;0,0
CIA ESTADUAL DE TRANSMISSÃO DE ENERGIA ELETRICA - CEEE-T;EEEL;Energia Elétrica;2022-09-30;1301403;379283,0;379283,0;421458,0;1301403;4055744;1301403;-4055744;1301403;-380203;1301403;1089128;2,0;2,0;0,0;0,0;0,0;0,0
CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;TRPL;Energia Elétrica;2022-09-30;16073673;860524,0;860524,0;11045897,0;16073673;30947804;16073673;-30947804;16073673;-779793;16073673;3706937;0,0;0,0;1,0;1,0;1,0;1,0
EDP - ENERGIAS DO BRASIL S.A.;ENBR;Energia Elétrica;2022-09-30;11781028;742,0;742,0;5583748,0;11781028;12212604;11781028;-12212604;11781028;-148463;11781028;1219563;0,0;0,0;1,0;1,0;1,0;1,0
ELEKTRO REDES S.A.;EKTR;Energia Elétrica;2022-09-30;3041000;2004000,0;2004000,0;942000,0;3041000;10348000;3041000;-10348000;3041000;-2310000;3041000;3415000;1,0;1,0;0,0;0,0;2,0;2,0
EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;EMAE;Energia Elétrica;2022-09-30;927120;123555,0;123555,0;319867,0;927120;1887892;927120;-1887892;927120;-111554;927120;596348;2,0;2,0;0,0;0,0;0,0;0,0
ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;ENMT;Energia Elétrica;2022-09-30;3395865;1742679,0;1742679,0;990260,0;3395865;11717557;3395865;-11717557;3395865;-2674226;3395865;3262959;1,0;1,0;2,0;2,0;2,0;2,0
ENEVA S.A;ENEV;Energia Elétrica;2022-09-30;13871682;249305,0;249305,0;610573,0;13871682;25357271;13871682;-25357271;13871682;-2257110;13871682;7892950;0,0;2,0;1,0;1,0;1,0;2,0
ENGIE BRASIL ENERGIA S.A.;EGIE;Energia Elétrica;2022-09-30;8044927;1151138,0;1151138,0;2398204,0;8044927;22961339;8044927;-22961339;8044927;-3272641;8044927;2611123;0,0;1,0;1,0;1,0;2,0;1,0
EQUATORIAL ENERGIA S.A.;EQTL;Energia Elétrica;2022-09-30;16283130;617152,0;617152,0;7370153,0;16283130;22046886;16283130;-22046886;16283130;-864783;16283130;1163874;0,0;0,0;1,0;1,0;1,0;1,0
EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;EQPA;Energia Elétrica;2022-09-30;4349989;2060665,0;2060665,0;1565853,0;4349989;12708405;4349989;-12708405;4349989;-3008198;4349989;4691950;1,0;1,0;2,0;2,0;2,0;2,0
REDE ENERGIA PARTICIPAÇÕES S.A.;REDE;Energia Elétrica;2022-09-30;4202198;316700,0;316700,0;204673,0;4202198;5296378;4202198;-5296378;4202198;-5835;4202198;360175;2,0;2,0;0,0;0,0;0,0;0,0
RIO PARANAPANEMA ENERGIA S.A.;GEPA;Energia Elétrica;2022-09-30;2063527;352396,0;352396,0;638925,0;2063527;3755356;2063527;-3755356;2063527;-821021;2063527;335299;2,0;2,0;0,0;0,0;0,0;0,0
STATKRAFT ENERGIAS RENOVAVEIS S.A.;STKF;Energia Elétrica;2022-09-30;3108716;72196,0;72196,0;344482,0;3108716;3766241;3108716;-3766241;3108716;-299418;3108716;599267;2,0;2,0;0,0;0,0;0,0;0,0
RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;RNEW;Energia Elétrica;2022-09-30;160679;7331,0;7331,0;0,0;160679;907889;160679;-907889;160679;-171392;160679;234798;2,0;0,0;0,0;0,0;0,0;0,0
CIA PARANAENSE DE ENERGIA - COPEL;CPLE;Energia Elétrica;2022-09-30;20969719;0,0;0,0;9242179,0;20969719;21442819;20969719;-21442819;20969719;-36097;20969719;549774;0,0;0,0;1,0;1,0;1,0;1,0
CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;CEED;Energia Elétrica;2022-09-30;0;1223883,0;1223883,0;0,0;0;6223304;0;-6223304;0;-2055144;0;2057528;0,0;0,0;0,0;0,0;0,0;0,0
AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;AERI;Máquinas, Equipamentos, Veículos e Peças;2022-09-30;942087;603527,0;603527,0;124872,0;942087;3468715;942087;-3468715;942087;-1051071;942087;2284302;0,0;2,0;1,0;1,0;0,0;1,0
FRAS-LE S.A.;FRAS;Máquinas, Equipamentos, Veículos e Peças;2022-09-30;1798952;349527,0;349527,0;598346,0;1798952;3183894;1798952;-3183894;1798952;-408672;1798952;1475315;0,0;2,0;1,0;1,0;0,0;1,0
ROMI S.A.;ROMI;Máquinas, Equipamentos, Veículos e Peças;2022-09-30;1016966;372550,0;372550,0;178117,0;1016966;1931937;1016966;-1931937;1016966;-543264;1016966;1032468;0,0;2,0;1,0;1,0;0,0;1,0
IOCHPE MAXION S.A.;MYPK;Máquinas, Equipamentos, Veículos e Peças;2022-09-30;4089834;1372759,0;1372759,0;384583,0;4089834;8194054;4089834;-8194054;4089834;-1771698;4089834;2699053;1,0;0,0;2,0;2,0;2,0;2,0
MAHLE-METAL LEVE S.A.;LEVE;Máquinas, Equipamentos, Veículos e Peças;2022-09-30;1647101;933432,0;933432,0;518166,0;1647101;2987994;1647101;-2987994;1647101;-858843;1647101;1521367;2,0;0,0;1,0;1,0;0,0;1,0
MARCOPOLO S.A.;POMO;Máquinas, Equipamentos, Veículos e Peças;2022-09-30;3045387;704113,0;704113,0;1235508,0;3045387;5482826;3045387;-5482826;3045387;-1157212;3045387;1978869;0,0;1,0;0,0;0,0;2,0;2,0
METALURGICA RIOSULENSE S.A.;RSUL;Máquinas, Equipamentos, Veículos e Peças;2022-09-30;124136;113110,0;113110,0;22084,0;124136;333269;124136;-333269;124136;-95491;124136;178516;0,0;2,0;1,0;1,0;0,0;1,0
RANDON S.A. IMPLEMENTOS E PARTICIPACOES;RAPT;Máquinas, Equipamentos, Veículos e Peças;2022-09-30;2771965;1075157,0;1075157,0;1682948,0;2771965;6513860;2771965;-6513860;2771965;-1520134;2771965;2803166;1,0;1,0;0,0;0,0;2,0;2,0
TAURUS ARMAS S.A.;TASA;Máquinas, Equipamentos, Veículos e Peças;2022-09-30;1083619;415136,0;415136,0;133555,0;1083619;2190665;1083619;-2190665;1083619;-858883;1083619;938813;0,0;2,0;1,0;1,0;0,0;1,0
WHIRLPOOL S.A.;WHRL;Máquinas, Equipamentos, Veículos e Peças;2022-09-30;2443415;1908736,0;1908736,0;711984,0;2443415;7863732;2443415;-7863732;2443415;-4458957;2443415;3820044;1,0;0,0;1,0;1,0;1,0;0,0
EMBRAER S.A.;EMBR;Máquinas, Equipamentos, Veículos e Peças;2022-09-30;13311722;2929987,0;2929987,0;0,0;13311722;48258955;13311722;-48258955;13311722;-13888519;13311722;16447811;1,0;0,0;2,0;2,0;1,0;0,0
LUPATECH S.A. - EM RECUPERAÇÃO JUDICIAL;LUPA;Máquinas, Equipamentos, Veículos e Peças;2022-09-30;113746;25882,0;25882,0;0,0;113746;582973;113746;-582973;113746;-98029;113746;153912;0,0;0,0;1,0;1,0;0,0;1,0
BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;BDLL;Máquinas, Equipamentos, Veículos e Peças;2022-09-30;0;391,0;391,0;0,0;0;693129;0;-693129;0;-371554;0;301814;0,0;0,0;0,0;0,0;0,0;0,0
IGB ELETRONICA S.A - EM RECUPERACAO JUDICIAL;IGBR;Máquinas, Equipamentos, Veículos e Peças;2022-09-30;0;2089,0;2089,0;0,0;0;265166;0;-265166;0;-319975;0;109878;0,0;0,0;0,0;0,0;0,0;0,0
INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL;INEP;Máquinas, Equipamentos, Veículos e Peças;2022-09-30;0;0,0;0,0;0,0;0;1082535;0;-1082535;0;-549148;0;5600;0,0;0,0;0,0;0,0;0,0;0,0
RECRUSUL S.A.;RCSL;Máquinas, Equipamentos, Veículos e Peças;2022-09-30;0;14636,0;14636,0;0,0;0;76712;0;-76712;0;-16869;0;28901;0,0;0,0;0,0;0,0;0,0;0,0
PETRO RIO S.A.;PRIO;Petróleo e Gás;2022-09-30;9237921;795286,0;795286,0;255381,0;9237921;9481811;9237921;-9481811;9237921;-18207;9237921;17375;0,0;0,0;0,0;0,0;0,0;0,0
PETROLEO BRASILEIRO S.A. PETROBRAS;PETR;Petróleo e Gás;2022-09-30;372498000;163747000,0;163747000,0;133236000,0;372498000;1255036000;372498000;-1255036000;372498000;-270733000;372498000;182919000;1,0;0,0;2,0;2,0;2,0;2,0
3R PETROLEUM ÓLEO E GÁS S.A.;RRRP;Petróleo e Gás;2022-09-30;4318783;437487,0;437487,0;0,0;4318783;5374265;4318783;-5374265;4318783;-118613;4318783;874087;2,0;0,0;1,0;1,0;1,0;1,0
OCEANPACT SERVIÇOS MARITIMOS S.A.;OPCT;Petróleo e Gás;2022-09-30;751063;207872,0;207872,0;0,0;751063;1805980;751063;-1805980;751063;-383195;751063;329870;2,0;0,0;1,0;1,0;1,0;1,0
REFINARIA DE PETROLEOS MANGUINHOS S.A.;RPMG;Petróleo e Gás;2022-09-30;0;1473710,0;1473710,0;0,0;0;5027037;0;-5027037;0;-8638069;0;4688582;0,0;0,0;0,0;0,0;0,0;0,0
